user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type,age_range,gender
262574,590204,267,1200,2276,712,2,3,1
262574,1029992,267,1200,2276,712,2,3,1
262574,590204,267,1200,2276,714,2,3,1
262574,718528,267,1200,2276,714,2,3,1
262574,1029992,267,1200,2276,714,2,3,1
262574,74158,267,1200,2276,714,2,3,1
262574,1058188,1208,2857,2276,1017,2,3,1
248722,908579,1197,4491,2276,818,2,3,1
248722,326975,1028,626,2276,918,2,3,1
3025,74158,267,1200,2276,812,2,4,2
3025,588327,1213,1200,2276,812,2,4,2
3025,1029992,267,1200,2276,812,2,4,2
3025,718528,267,1200,2276,812,2,4,2
3025,195714,1213,1200,2276,812,2,4,2
3025,195714,1213,1200,2276,914,2,4,2
3025,917078,267,1200,2276,914,2,4,2
3025,1039919,1208,1200,2276,1014,2,4,2
19786,222154,1213,3521,2276,823,2,3,0
19786,956327,602,1200,2276,706,2,3,0
37046,1109921,1401,422,2276,1111,2,5,0
37046,387943,1401,422,2276,1111,2,5,0
22807,293244,1401,3552,2276,1111,2,5,1
403858,331237,1208,422,2276,1111,2,4,1
403858,88490,1208,422,2276,1111,2,4,1
233186,853109,1208,3471,2276,1111,2,4,0
233852,956327,602,1200,2276,714,2,4,2
233852,956327,602,1200,2276,714,2,4,2
53588,35462,1438,3601,2276,1014,2,3,0
53588,122023,420,4491,2276,1111,2,3,0
326130,542315,1213,1304,2276,605,2,3,0
326130,542315,1213,1304,2276,605,2,3,0
326130,542315,1213,1304,2276,605,2,3,0
326130,542315,1213,1304,2276,605,2,3,0
326130,542315,1213,1304,2276,605,2,3,0
326130,542315,1213,1304,2276,609,2,3,0
305275,655272,1401,3065,2276,1111,2,4,0
94435,956327,602,1200,2276,615,2,3,0
67544,1058188,1208,2857,2276,1103,2,4,0
67544,1058188,1208,2857,2276,1103,2,4,0
119375,590204,267,1200,2276,818,2,5,0
119375,588327,1213,1200,2276,818,2,5,0
119375,74158,267,1200,2276,818,2,5,0
119375,195714,1213,1200,2276,818,2,5,0
119375,1029992,267,1200,2276,818,2,5,0
280993,1039919,1208,1200,2276,1020,2,3,1
280993,179830,1208,546,2276,1020,2,3,1
280993,1058188,1208,2857,2276,1020,2,3,1
280993,637403,1213,1304,2276,619,2,3,1
222634,161154,1208,1304,2276,1111,2,3,0
60423,717906,1208,3078,2276,905,2,3,1
51734,409909,1208,422,2276,801,2,4,0
51734,409909,1208,422,2276,801,2,4,0
246638,409909,1208,422,2276,801,2,4,0
202343,557089,420,4783,2276,1017,2,5,0
202343,370426,1155,1311,2276,1111,2,5,0
366739,668719,825,3959,2276,1111,2,5,0
366739,668719,825,3959,2276,1111,2,5,0
366739,1079895,420,3959,2276,1111,2,5,0
223506,88490,1208,422,2276,1111,2,4,0
223506,870470,1208,422,2276,1111,2,4,0
6019,179830,1208,546,2276,1019,2,0,0
6019,373857,1208,1719,2276,1110,2,0,0
35572,417530,1213,4144,2276,708,2,4,0
35572,1041773,267,4144,2276,708,2,4,0
35572,1014969,1213,4144,2276,708,2,4,0
75545,18090,1208,1304,2276,1005,2,3,1
15643,1029992,267,1200,2276,818,2,6,1
15643,590204,267,1200,2276,818,2,6,1
15643,590204,267,1200,2276,818,2,6,1
15643,718528,267,1200,2276,818,2,6,1
15643,718528,267,1200,2276,818,2,6,1
15643,1029992,267,1200,2276,818,2,6,1
15643,588327,1213,1200,2276,818,2,6,1
15643,195714,1213,1200,2276,818,2,6,1
15643,195714,1213,1200,2276,818,2,6,1
15643,588327,1213,1200,2276,818,2,6,1
15643,74158,267,1200,2276,812,2,6,1
15643,588327,1213,1200,2276,812,2,6,1
15643,1029992,267,1200,2276,812,2,6,1
15643,718528,267,1200,2276,812,2,6,1
15643,195714,1213,1200,2276,812,2,6,1
15643,718528,267,1200,2276,1018,2,6,1
15643,588327,1213,1200,2276,1018,2,6,1
15643,590204,267,1200,2276,1018,2,6,1
15643,1029992,267,1200,2276,1018,2,6,1
15643,195714,1213,1200,2276,1018,2,6,1
15643,243131,1129,1311,2276,1111,2,6,1
162380,205377,683,3552,2276,722,2,4,1
162380,313653,1401,3552,2276,710,2,4,1
373112,477655,1401,3552,2276,1031,2,3,1
359314,179830,1208,546,2276,1020,2,5,0
178539,888618,1208,4356,2276,721,2,4,1
178539,637403,1213,1304,2276,518,2,4,1
13603,612068,1208,422,2276,1111,2,4,0
13603,40683,1208,422,2276,1111,2,4,0
125459,293244,1401,3552,2276,726,2,5,1
125459,293244,1401,3552,2276,726,2,5,1
125459,17709,420,4491,2276,1010,2,5,1
125459,17709,420,4491,2276,1010,2,5,1
125459,180202,1401,4491,2276,712,2,5,1
125459,180202,1401,4491,2276,712,2,5,1
125459,180202,1401,4491,2276,712,2,5,1
125459,1029992,267,1200,2276,531,2,5,1
125459,1029992,267,1200,2276,531,2,5,1
125459,1029992,267,1200,2276,531,2,5,1
125459,1029992,267,1200,2276,531,2,5,1
125459,1029992,267,1200,2276,531,2,5,1
125459,1029992,267,1200,2276,531,2,5,1
231500,293244,1401,3552,2276,1111,2,5,2
231500,917794,1401,3552,2276,1024,2,5,2
231500,293244,1401,3552,2276,1024,2,5,2
309595,1079895,420,3959,2276,1104,2,5,0
340433,293244,1401,3552,2276,1027,2,6,0
340433,293244,1401,3552,2276,1027,2,6,0
351521,477655,1401,3552,2276,1111,2,4,0
351521,477655,1401,3552,2276,1111,2,4,0
129173,870470,1208,422,2276,1111,2,5,0
129173,870470,1208,422,2276,1111,2,5,0
129173,459478,1208,2857,2276,1104,2,5,0
129173,1058188,1208,2857,2276,1104,2,5,0
129173,459478,1208,2857,2276,1104,2,5,0
87884,590964,1208,422,2276,1111,2,4,0
87884,590964,1208,422,2276,1111,2,4,0
411496,381546,1401,3065,2276,619,2,4,0
411496,381546,1401,3065,2276,619,2,4,0
411496,381546,1401,3065,2276,619,2,4,0
411496,381546,1401,3065,2276,619,2,4,0
141450,939915,1401,4079,2276,1111,2,0,0
165367,293244,1401,3552,2276,1031,2,4,1
230775,195714,1213,1200,2276,825,2,5,0
230775,195714,1213,1200,2276,825,2,5,0
230775,195714,1213,1200,2276,825,2,5,0
230775,195714,1213,1200,2276,825,2,5,0
27384,1041773,267,4144,2276,703,2,4,1
27384,951042,267,2959,2276,1011,2,4,1
27384,951042,267,2959,2276,1105,2,4,1
56877,34278,1389,2429,2276,930,2,4,0
404803,632836,1213,37,2276,622,2,5,0
370079,1058188,1208,2857,2276,1010,2,3,1
417301,195714,1213,1200,2276,1018,2,4,1
417301,590204,267,1200,2276,1018,2,4,1
417301,1029992,267,1200,2276,1018,2,4,1
417301,718528,267,1200,2276,1018,2,4,1
417301,588327,1213,1200,2276,1018,2,4,1
174818,853109,1208,3471,2276,1111,2,4,0
416856,557089,420,4783,2276,1017,2,5,0
416856,557089,420,4783,2276,1017,2,5,0
118245,1058188,1208,2857,2276,928,2,6,0
118245,1058188,1208,2857,2276,928,2,6,0
158363,434152,1401,1548,2276,1111,2,4,0
120191,195714,1213,1200,2276,606,2,4,0
120191,195714,1213,1200,2276,606,2,4,0
120191,384350,1208,1719,2276,730,2,4,0
120191,969584,1208,2959,2276,723,2,4,0
110361,660604,267,3078,2276,1103,2,3,1
110361,311228,199,37,2276,1107,2,3,1
110361,311228,199,37,2276,1107,2,3,1
166753,869116,464,4304,2276,1111,2,4,0
185128,637403,1213,1304,2276,521,2,4,2
185128,969584,1208,2959,2276,713,2,4,2
329678,626002,1208,422,2276,910,2,4,1
349943,296324,1401,4486,2276,1110,2,4,0
349943,296324,1401,4486,2276,1110,2,4,0
349943,146628,933,4486,2276,1110,2,4,0
349943,296324,1401,4486,2276,1110,2,4,0
314792,179830,1208,546,2276,1111,2,3,1
314792,179830,1208,546,2276,1111,2,3,1
314792,179830,1208,546,2276,1111,2,3,1
314792,179830,1208,546,2276,1111,2,3,1
28044,293244,1401,3552,2276,1111,2,4,1
279027,62809,267,1200,2276,1111,2,5,1
106424,969584,1208,2959,2276,723,2,5,0
92380,590964,1208,422,2276,1111,2,7,2
92380,539608,1208,422,2276,1111,2,7,2
403930,898113,1028,3912,2276,1111,2,4,0
228239,389082,1401,422,2276,1111,2,5,1
228239,924967,1329,422,2276,1111,2,5,1
228239,373584,1329,422,2276,1111,2,5,1
228239,871759,1329,422,2276,1111,2,5,1
142365,1106609,267,2959,2276,721,2,0,0
142365,1106609,267,2959,2276,721,2,0,0
142365,1106609,267,2959,2276,721,2,0,0
142365,1106609,267,2959,2276,907,2,0,0
142365,1106609,267,2959,2276,907,2,0,0
303420,266943,1208,2953,2276,1111,2,3,1
418946,330327,464,490,2276,1111,2,4,0
320344,986418,1401,422,2276,1111,2,4,0
147698,35462,1438,3601,2276,1022,2,6,0
235187,338338,1401,4783,2276,1111,2,4,0
235187,338338,1401,4783,2276,1111,2,4,0
235187,338338,1401,4783,2276,1111,2,4,0
421368,85384,1197,3912,2276,812,2,6,0
421368,85384,1197,3912,2276,812,2,6,0
376998,409909,1208,422,2276,801,2,7,0
376998,409909,1208,422,2276,801,2,7,0
45510,85384,1197,3912,2276,927,2,4,0
45510,288970,1401,2551,2276,1021,2,4,0
45510,288970,1401,2551,2276,1021,2,4,0
45510,722057,1401,2551,2276,1019,2,4,0
45510,722057,1401,2551,2276,1019,2,4,0
328571,1079082,351,1548,2276,627,2,5,0
347244,637403,1213,1304,2276,802,2,4,0
347244,637403,1213,1304,2276,802,2,4,0
343257,349999,1208,422,2276,1111,2,6,0
418358,1058188,1208,2857,2276,926,2,4,2
418358,35462,1438,3601,2276,1022,2,4,2
418358,362109,1213,2959,2276,928,2,4,2
173686,54223,1401,3912,2276,1017,2,4,0
173686,85384,1197,3912,2276,1014,2,4,0
173686,54223,1401,3912,2276,1014,2,4,0
43871,1039919,1208,1200,2276,1111,2,4,0
191790,132074,420,4783,2276,1111,2,0,0
233349,179830,1208,546,2276,1111,2,3,1
6880,198727,1401,3552,2276,1022,2,3,0
155,717906,1208,3078,2276,807,2,3,1
155,384350,1208,1719,2276,730,2,3,1
155,384350,1208,1719,2276,730,2,3,1
350326,702136,1401,3552,2276,1021,2,4,0
350326,477655,1401,3552,2276,1021,2,4,0
350326,524777,420,3552,2276,1021,2,4,0
403850,1106609,267,2959,2276,907,2,4,0
403850,1106609,267,2959,2276,907,2,4,0
403850,1106609,267,2959,2276,907,2,4,0
60844,195124,1208,4304,2276,927,2,5,0
60844,267067,1208,1200,2276,903,2,5,0
373107,874638,1208,3078,2276,1111,2,4,0
373107,874638,1208,3078,2276,1111,2,4,0
388708,1039919,1208,1200,2276,1111,2,4,0
355151,992139,1213,3078,2276,909,2,3,0
386158,669247,1401,4349,2276,915,2,3,0
386158,669247,1401,4349,2276,915,2,3,0
300666,1058188,1208,2857,2276,1111,2,5,1
423342,799215,1213,1364,2276,926,2,5,0
423342,966716,1213,1364,2276,926,2,5,0
363628,870470,1208,422,2276,1111,2,5,2
379888,1039919,1208,1200,2276,1111,2,4,0
235406,276098,825,2857,2276,1025,2,6,0
307036,992139,1213,3078,2276,1111,2,3,1
149408,38250,1208,1719,2276,1106,2,4,1
367265,606985,1329,3521,2276,912,2,3,1
367265,499524,103,727,2276,1015,2,3,1
377450,364565,1329,422,2276,1111,2,3,0
377450,477655,1401,3552,2276,1111,2,3,0
377450,95691,1331,422,2276,1111,2,3,0
377450,917794,1401,3552,2276,1111,2,3,0
133027,195714,1213,1200,2276,607,2,5,0
46506,179830,1208,546,2276,1111,2,4,0
46506,179830,1208,546,2276,1111,2,4,0
46506,179830,1208,546,2276,1111,2,4,0
120441,702136,1401,3552,2276,1111,2,4,0
120441,702136,1401,3552,2276,1111,2,4,0
220694,884628,1401,2551,2276,1111,2,3,0
220694,884628,1401,2551,2276,1111,2,3,0
212657,596835,1213,3078,2276,1102,2,0,1
212657,596835,1213,3078,2276,1102,2,0,1
236931,1039919,1208,1200,2276,1015,2,4,0
224522,195124,1208,4304,2276,1023,2,5,0
224522,195124,1208,4304,2276,1023,2,5,0
356169,708674,267,2959,2276,1016,2,3,0
356169,708674,267,2959,2276,1016,2,3,0
356169,708674,267,2959,2276,1027,2,3,0
358056,155871,1329,3521,2276,816,2,5,0
358056,155871,1329,3521,2276,816,2,5,0
358056,155871,1329,3521,2276,816,2,5,0
358056,155871,1329,3521,2276,816,2,5,0
395663,696593,1208,422,2276,1021,2,4,1
53071,512052,267,3078,2276,1015,2,5,0
53071,939915,1401,4079,2276,1111,2,5,0
242686,1058438,1208,422,2276,1111,2,0,0
242686,1058438,1208,422,2276,1111,2,0,0
242686,1058438,1208,422,2276,1111,2,0,0
242686,1058438,1208,422,2276,1111,2,0,0
192499,469467,1208,422,2276,1111,2,3,0
192499,469467,1208,422,2276,1111,2,3,0
192499,469467,1208,422,2276,1111,2,3,0
230265,1039919,1208,1200,2276,1111,2,3,0
230265,1039919,1208,1200,2276,1111,2,3,0
230265,1039919,1208,1200,2276,1111,2,3,0
230265,1039919,1208,1200,2276,1111,2,3,0
10219,277489,420,4783,2276,1111,2,5,1
188536,881084,1401,3552,2276,1111,2,4,1
195137,1106609,267,2959,2276,917,2,5,0
195137,1106609,267,2959,2276,917,2,5,0
364307,210577,1197,3912,2276,902,2,3,0
12468,179803,267,1200,2276,805,2,3,0
239331,826109,1213,4356,2276,925,2,5,0
239331,939915,1401,4079,2276,720,2,5,0
239331,743246,933,4079,2276,725,2,5,0
59146,1029992,267,1200,2276,1018,2,3,0
59146,718528,267,1200,2276,1018,2,3,0
59146,588327,1213,1200,2276,1018,2,3,0
59146,590204,267,1200,2276,1018,2,3,0
59146,195714,1213,1200,2276,1018,2,3,0
59146,293244,1401,3552,2276,1111,2,3,0
106294,717906,1208,3078,2276,1024,2,5,0
106294,717906,1208,3078,2276,1024,2,5,0
106294,179830,1208,546,2276,1024,2,5,0
106294,323443,1208,2953,2276,1020,2,5,0
106294,432738,267,4079,2276,1020,2,5,0
106294,266943,1208,2953,2276,1020,2,5,0
106294,18090,1208,1304,2276,1020,2,5,0
106294,266943,1208,2953,2276,1020,2,5,0
204504,861758,825,3078,2276,1111,2,3,0
204504,629460,267,3862,2276,829,2,3,0
20535,992139,1213,3078,2276,905,2,3,1
39268,1058188,1208,2857,2276,910,2,5,2
14454,349999,1208,422,2276,1111,2,5,1
253562,788468,1401,2551,2276,1111,2,4,1
253562,276098,825,2857,2276,1028,2,4,1
397635,992139,1213,3078,2276,1111,2,3,0
38896,939915,1401,4079,2276,1111,2,4,2
38896,939915,1401,4079,2276,1111,2,4,2
38896,939915,1401,4079,2276,1111,2,4,2
26648,195714,1213,1200,2276,708,2,3,1
26648,195714,1213,1200,2276,708,2,3,1
26648,195714,1213,1200,2276,708,2,3,1
248480,146628,933,4486,2276,1110,2,4,0
97581,241018,1208,1304,2276,725,2,4,1
318139,789030,1213,2959,2276,714,2,4,1
318139,362109,1213,2959,2276,714,2,4,1
320434,230466,464,1311,2276,1108,2,4,2
320434,243131,1129,1311,2276,1108,2,4,2
92349,427675,825,2959,2276,1027,2,3,0
316370,165581,1208,2959,2276,1019,2,3,0
316370,165581,1208,2959,2276,1016,2,3,0
316370,526817,1208,4144,2276,1016,2,3,0
316370,969584,1208,2959,2276,1013,2,3,0
5004,195714,1213,1200,2276,610,2,3,2
5004,417530,1213,4144,2276,813,2,3,2
5004,417530,1213,4144,2276,813,2,3,2
5004,1014969,1213,4144,2276,813,2,3,2
5004,1014969,1213,4144,2276,813,2,3,2
5004,1041773,267,4144,2276,813,2,3,2
5004,417530,1213,4144,2276,813,2,3,2
5004,1041773,267,4144,2276,813,2,3,2
5004,1041773,267,4144,2276,813,2,3,2
5004,1014969,1213,4144,2276,813,2,3,2
5004,384350,1208,1719,2276,730,2,3,2
5004,384350,1208,1719,2276,730,2,3,2
5004,1014969,1213,4144,2276,812,2,3,2
5004,1041773,267,4144,2276,812,2,3,2
5004,417530,1213,4144,2276,812,2,3,2
5004,789030,1213,2959,2276,723,2,3,2
5004,969584,1208,2959,2276,723,2,3,2
5004,417530,1213,4144,2276,811,2,3,2
5004,1014969,1213,4144,2276,811,2,3,2
5004,1041773,267,4144,2276,811,2,3,2
5004,18090,1208,1304,2276,906,2,3,2
5004,293458,1208,2191,2276,909,2,3,2
381757,51298,1208,4079,2276,1020,2,5,0
381757,939915,1401,4079,2276,1020,2,5,0
381757,250082,1036,4079,2276,1020,2,5,0
257123,1014702,1611,1719,2276,1013,2,4,0
99538,95739,267,3862,2276,902,2,3,0
99538,417530,1213,4144,2276,601,2,3,0
99538,629460,267,3862,2276,828,2,3,0
99538,629460,267,3862,2276,828,2,3,0
99538,417530,1213,4144,2276,531,2,3,0
343274,956327,602,1200,2276,529,2,3,0
343274,717906,1208,3078,2276,807,2,3,0
343274,384350,1208,1719,2276,730,2,3,0
69104,1058188,1208,2857,2276,914,2,6,0
370688,561767,602,422,2276,615,2,5,0
258121,827825,1554,1548,2276,1005,2,6,1
258121,549755,1401,1548,2276,1005,2,6,1
258121,549755,1401,1548,2276,1005,2,6,1
207818,612068,1208,422,2276,1111,2,4,1
371471,853109,1208,3471,2276,1111,2,7,0
304385,292984,351,626,2276,924,2,3,1
304385,654268,351,626,2276,924,2,3,1
408513,539608,1208,422,2276,1111,2,0,0
408513,539608,1208,422,2276,1111,2,0,0
287502,774361,267,422,2276,904,2,7,0
217963,873258,40,2948,2276,808,2,4,1
217963,873258,40,2948,2276,808,2,4,1
167474,717816,629,3912,2276,1111,2,6,1
167474,717816,629,3912,2276,1111,2,6,1
17025,1039919,1208,1200,2276,1019,2,3,1
217379,742290,1208,422,2276,1007,2,3,0
217379,498469,267,422,2276,1007,2,3,0
217379,742290,1208,422,2276,1007,2,3,0
217379,742290,1208,422,2276,1007,2,3,0
385963,477655,1401,3552,2276,925,2,4,1
385963,477655,1401,3552,2276,925,2,4,1
9234,597750,1389,1304,2276,928,2,6,0
9234,758341,825,1304,2276,928,2,6,0
9234,243468,267,1304,2276,928,2,6,0
9234,762818,825,1304,2276,928,2,6,0
9234,512052,267,3078,2276,923,2,6,0
234972,951235,1208,3078,2276,909,2,0,0
65104,1024612,1129,1311,2276,1111,2,7,1
65104,230466,464,1311,2276,1106,2,7,1
23068,730672,1213,836,2276,1111,2,6,0
353728,1079895,420,3959,2276,1104,2,4,0
116564,296324,1401,4486,2276,1111,2,3,1
116564,296324,1401,4486,2276,1111,2,3,1
251955,360960,1208,3779,2276,1031,2,3,0
226639,847443,1208,2708,2276,1031,2,3,0
222001,799215,1213,1364,2276,927,2,5,0
72516,170257,1401,4349,2276,713,2,4,1
72516,170257,1401,4349,2276,713,2,4,1
72516,850676,1401,60,2276,1020,2,4,1
72516,142502,1554,4491,2276,619,2,4,1
72516,142502,1554,4491,2276,619,2,4,1
267380,853109,1208,3471,2276,1111,2,5,0
115261,179830,1208,546,2276,1111,2,4,1
66516,195714,1213,1200,2276,602,2,3,1
154638,526817,1208,4144,2276,1005,2,3,0
312017,165581,1208,2959,2276,1111,2,0,0
312017,165581,1208,2959,2276,1111,2,0,0
373384,331045,1197,4783,2276,1111,2,4,1
373384,940325,1401,4783,2276,1111,2,4,1
290657,349999,1208,422,2276,1111,2,6,0
287688,1073432,1554,626,2276,702,2,5,1
287688,542315,1213,1304,2276,521,2,5,1
287688,542315,1213,1304,2276,521,2,5,1
287688,1073432,1554,626,2276,702,2,5,1
260163,969584,1208,2959,2276,810,2,4,0
288476,701858,1401,4486,2276,1111,2,4,1
313,8032,1401,3552,2276,606,2,3,0
313,817263,1401,3552,2276,606,2,3,0
266377,612062,1208,422,2276,1030,2,4,0
170407,133026,1197,291,2276,1111,2,4,0
141201,1039919,1208,1200,2276,1111,2,0,0
332651,697408,825,422,2276,911,2,3,0
252275,505561,1329,2857,2276,1028,2,0,0
252275,276098,825,2857,2276,1028,2,0,0
49409,267067,1208,1200,2276,906,2,6,1
350863,940325,1401,4783,2276,1111,2,4,0
84172,1039919,1208,1200,2276,1111,2,3,1
84172,1039919,1208,1200,2276,1111,2,3,1
171645,815566,1208,727,2276,1029,2,4,0
171645,543656,267,727,2276,1029,2,4,0
68415,179830,1208,546,2276,1111,2,3,0
278531,626002,1208,422,2276,909,2,0,0
278531,964916,1208,422,2276,1111,2,0,0
58609,699163,35,4783,2276,1111,2,3,1
58609,699163,35,4783,2276,1111,2,3,1
200828,81273,1208,4901,2276,912,2,4,0
77902,526817,1208,4144,2276,1111,2,3,0
347435,18090,1208,1304,2276,908,2,2,1
36053,939915,1401,4079,2276,1111,2,4,1
359093,956327,602,1200,2276,704,2,6,0
359093,956327,602,1200,2276,709,2,6,0
365888,165581,1208,2959,2276,1111,2,4,0
340054,444074,1213,4487,2276,918,2,7,0
340054,444074,1213,4487,2276,918,2,7,0
307012,1050160,1028,3065,2276,1111,2,5,0
307012,1050160,1028,3065,2276,1111,2,5,0
11756,34278,1389,2429,2276,1111,2,3,2
1319,1058188,1208,2857,2276,920,2,6,0
1319,796443,1208,2857,2276,920,2,6,0
1319,717906,1208,3078,2276,904,2,6,0
1319,1058188,1208,2857,2276,904,2,6,0
1319,384350,1208,1719,2276,904,2,6,0
1319,51298,1208,4079,2276,904,2,6,0
1319,709909,1208,4356,2276,831,2,6,0
1319,165581,1208,2959,2276,831,2,6,0
1319,517718,1208,4356,2276,831,2,6,0
1319,1058188,1208,2857,2276,831,2,6,0
1319,796443,1208,2857,2276,922,2,6,0
1319,1058188,1208,2857,2276,926,2,6,0
1319,1058188,1208,2857,2276,831,2,6,0
1319,179830,1208,546,2276,831,2,6,0
1319,1058188,1208,2857,2276,922,2,6,0
1319,969584,1208,2959,2276,831,2,6,0
1319,1058188,1208,2857,2276,924,2,6,0
1319,384350,1208,1719,2276,924,2,6,0
1319,241018,1208,1304,2276,923,2,6,0
1319,81273,1208,4901,2276,923,2,6,0
1319,1058188,1208,2857,2276,923,2,6,0
1319,969584,1208,2959,2276,925,2,6,0
1319,796443,1208,2857,2276,917,2,6,0
1319,1058188,1208,2857,2276,917,2,6,0
1319,1058188,1208,2857,2276,917,2,6,0
1319,526817,1208,4144,2276,929,2,6,0
1319,165581,1208,2959,2276,929,2,6,0
1319,389461,1208,546,2276,929,2,6,0
1319,888618,1208,4356,2276,905,2,6,0
265241,1054432,1208,422,2276,1111,2,4,0
833,675408,267,422,2276,618,2,3,0
833,350601,267,1364,2276,701,2,3,0
58704,179830,1208,546,2276,1111,2,3,1
89288,747054,1208,3078,2276,1111,2,7,1
401391,1009670,40,2959,2276,602,2,3,0
401391,331935,267,2959,2276,602,2,3,0
401391,331935,267,2959,2276,602,2,3,0
401391,1106609,267,2959,2276,602,2,3,0
401391,1106609,267,2959,2276,602,2,3,0
401391,331935,267,2959,2276,602,2,3,0
166880,719850,1401,626,2276,1111,2,8,0
166880,872770,1401,626,2276,1111,2,8,0
166880,504022,629,626,2276,1111,2,8,0
363820,360960,1208,3779,2276,1111,2,3,0
216726,646334,1208,1304,2276,1111,2,3,1
3603,788468,1401,2551,2276,1031,2,3,1
98897,267067,1208,1200,2276,904,2,3,1
98897,376861,1401,1466,2276,1111,2,3,1
98897,376861,1401,1466,2276,1111,2,3,1
395277,370926,1208,2953,2276,1021,2,0,0
395277,577154,1208,2953,2276,1021,2,0,0
176810,969584,1208,2959,2276,826,2,4,0
176353,969584,1208,2959,2276,723,2,3,1
227150,629460,267,3862,2276,1111,2,7,0
323952,469467,1208,422,2276,1111,2,3,0
38581,272561,1208,3959,2276,1028,2,3,1
38581,668719,825,3959,2276,1028,2,3,1
38581,195714,1213,1200,2276,609,2,3,1
423969,328093,1208,4371,2276,1111,2,3,1
15342,470405,1450,2857,2276,1031,2,6,0
244790,267067,1208,1200,2276,905,2,4,0
359861,1039919,1208,1200,2276,1013,2,3,0
199492,18090,1208,1304,2276,1028,2,5,1
199492,635937,1208,1304,2276,1028,2,5,1
199492,210577,1197,3912,2276,902,2,5,1
199492,931785,1208,1304,2276,1031,2,5,1
199492,931785,1208,1304,2276,1031,2,5,1
199492,635937,1208,1304,2276,1031,2,5,1
296518,449159,825,3078,2276,1111,2,6,0
296518,262867,1389,1304,2276,1111,2,6,0
303740,491400,1401,4349,2276,924,2,4,0
303740,170257,1401,4349,2276,924,2,4,0
225957,179830,1208,546,2276,1111,2,4,0
124237,1039919,1208,1200,2276,1111,2,3,0
172639,349999,1208,422,2276,1111,2,6,0
64252,477655,1401,3552,2276,1111,2,4,1
406705,384350,1208,1719,2276,730,2,6,1
110509,1106609,267,2959,2276,906,2,7,0
110509,1106609,267,2959,2276,906,2,7,0
110509,1106609,267,2959,2276,906,2,7,0
110509,1106609,267,2959,2276,906,2,7,0
298942,1054432,1208,422,2276,1111,2,0,0
346084,114042,1329,60,2276,916,2,0,0
374490,262867,1389,1304,2276,1111,2,3,0
294938,384350,1208,1719,2276,730,2,3,0
23548,1016505,825,422,2276,1111,2,3,2
23548,810523,267,422,2276,1111,2,3,2
23548,349999,1208,422,2276,1111,2,3,2
